Event,Card Colour,Time,Conversion,For
Penalty,,76,Scored,cheetahs
Try,,72,Converted,cheetahs
Substitution,,71,,cheetahs
Substitution,,66,,cheetahs
Substitution,,61,,cheetahs
Substitution,,61,,cheetahs
Try,,58,Converted,cheetahs
Substitution,,55,,cheetahs
Substitution,,55,,cheetahs
Substitution,,55,,cheetahs
Try,,44,Converted,cheetahs
Substitution,,36,,cheetahs
Try,,7,Converted,cheetahs
Substitution,,71,,benetton
Try,,69,Converted,benetton
Substitution,,55,,benetton
Substitution,,52,,benetton
Penalty,,48,Scored,benetton
Substitution,,46,,benetton
Substitution,,41,,benetton
Substitution,,41,,benetton
Substitution,,32,,benetton
Substitution,,32,,benetton
Try,,28,Converted,benetton
Substitution,,24,,benetton
Penalty,,14,Scored,benetton
Try,,3,Missed,benetton
